1000 0.000316
501000 0.000428
1001000 0.000479
1501000 0.000518
2001000 0.000607
2501000 0.000725
3001000 0.000955
3501000 0.00057
4001000 0.000686
4501000 0.000975
5001000 0.000623
5501000 0.000652
6001000 0.000698
6501000 0.000696
7001000 0.00076
7501000 0.001297
8001000 0.000652
8501000 0.000744
9001000 0.000663
9501000 0.000619
10001000 0.0004
10501000 0.000647
11001000 0.000669
11501000 0.000684
12001000 0.00078
12501000 0.000743
13001000 0.00053
13501000 0.000652
14001000 0.000674
14501000 0.001054
15001000 0.000556
15501000 0.000951
16001000 0.000507
16501000 0.000766
17001000 0.000712
17501000 0.00057
18001000 0.000793
18501000 0.000867
19001000 0.00089
19501000 0.000855
20001000 0.000717
20501000 0.000672
21001000 0.000718
21501000 0.000846
22001000 0.000694
22501000 0.001089
23001000 0.00052
23501000 0.000782
24001000 0.003308
24501000 0.000776
25001000 0.000811
25501000 0.000581
26001000 0.000685
26501000 0.000674
27001000 0.00072
27501000 0.00068
28001000 0.000552
28501000 0.000674
29001000 0.00061
29501000 0.000867
30001000 0.0007
30501000 0.00107
31001000 0.000749
31501000 0.000727
32001000 0.000879
32501000 0.000926
33001000 0.000921
33501000 0.0009
34001000 0.00074
34501000 0.000616
35001000 0.000871
35501000 0.00072
36001000 0.000995
36501000 0.000518
37001000 0.000704
37501000 0.000933
38001000 0.000944
38501000 0.000846
39001000 0.000905
39501000 0.000988
40001000 0.000717
40501000 0.000987
41001000 0.000955
41501000 0.001002
42001000 0.000774
42501000 0.000614
43001000 0.000913
43501000 0.000854
44001000 0.000798
44501000 0.000663
45001000 0.00072
45501000 0.000702
46001000 0.000643
46501000 0.000681
47001000 0.000591
47501000 0.000698
48001000 0.000658
48501000 0.00072
49001000 0.000676
49501000 0.000609
50001000 0.000807
50501000 0.000574
51001000 0.000815
51501000 0.000856
52001000 0.000607
52501000 0.000642
53001000 0.000757
53501000 0.000587
54001000 0.000656
54501000 0.000892
55001000 0.000955
55501000 0.000805
56001000 0.000693
56501000 0.000864
57001000 0.000749
57501000 0.000752
58001000 0.000696
58501000 0.000831
59001000 0.000953
59501000 0.000853
60001000 0.000778
60501000 0.000576
61001000 0.001037
61501000 0.000581
62001000 0.001078
62501000 0.000724
63001000 0.000715
63501000 0.000618
64001000 0.000789
64501000 0.000718
65001000 0.000713
65501000 0.00066
66001000 0.000698
66501000 0.000824
67001000 0.000722
67501000 0.000663
68001000 0.000784
68501000 0.00063
69001000 0.000742
69501000 0.000656
70001000 0.001267
70501000 0.000867
71001000 0.000599
71501000 0.000667
72001000 0.000731
72501000 0.00055
73001000 0.00069
73501000 0.000712
74001000 0.000788
74501000 0.000574
75001000 0.000656
75501000 0.000646
76001000 0.000671
76501000 0.000731
77001000 0.000585
77501000 0.000718
78001000 0.000919
78501000 0.000741
79001000 0.000585
79501000 0.001045
80001000 0.000749
80501000 0.000712
81001000 0.000842
81501000 0.000674
82001000 0.000794
82501000 0.000955
83001000 0.000917
83501000 0.000739
84001000 0.000829
84501000 0.000798
85001000 0.000851
85501000 0.000747
86001000 0.000836
86501000 0.00096
87001000 0.001139
87501000 0.00077
88001000 0.000569
88501000 0.000735
89001000 0.001983
89501000 0.000594
90001000 0.000741
90501000 0.000867
91001000 0.000644
91501000 0.000803
92001000 0.000843
92501000 0.000742
93001000 0.000662
93501000 0.000924
94001000 0.000882
94501000 0.000754
95001000 0.000735
95501000 0.000726
