100 2e-06
600 3e-06
1100 4e-06
1600 6e-06
2100 8e-06
2600 1.1e-05
3100 1.7e-05
3600 1.4e-05
4100 1.6e-05
4600 2.2e-05
5100 2.3e-05
5600 2.1e-05
6100 2.3e-05
6600 2.6e-05
7100 2.7e-05
7600 2.8e-05
8100 3e-05
8600 3.1e-05
9100 3.3e-05
9600 3.5e-05
10100 3.7e-05
10600 4.5e-05
11100 4e-05
11600 4.2e-05
12100 4.4e-05
12600 4.5e-05
13100 6.8e-05
13600 6.1e-05
14100 5.1e-05
14600 5.3e-05
15100 5.5e-05
15600 5.7e-05
16100 5.8e-05
16600 6e-05
17100 6.2e-05
17600 6.3e-05
18100 6.5e-05
18600 6.7e-05
19100 6.8e-05
19600 7e-05
20100 7.3e-05
20600 0.0001
21100 7.6e-05
21600 8.1e-05
22100 7.9e-05
22600 8.1e-05
23100 8.3e-05
23600 0.000128
24100 0.000183
24600 0.000134
25100 9.4e-05
25600 9.7e-05
26100 0.000174
26600 9.5e-05
27100 9.8e-05
27600 0.0001
28100 0.0001
28600 0.000102
29100 0.000104
29600 0.000106
30100 0.000108
