100 5e-05
600 0.001185
1100 0.003615
1600 0.0074
2100 0.012658
2600 0.019637
3100 0.028352
3600 0.043791
4100 0.052091
4600 0.071198
5100 0.084245
5600 0.107589
6100 0.129955
6600 0.151933
7100 0.180607
7600 0.208941
8100 0.241403
8600 0.273367
9100 0.308982
9600 0.34629
10100 0.3853
10600 0.426469
11100 0.474536
11600 0.519635
12100 0.570936
12600 0.620952
13100 0.670495
13600 0.727099
14100 0.79169
14600 0.845721
15100 0.911444
15600 0.975446
16100 1.04368
16600 1.11538
17100 1.18294
17600 1.25534
18100 1.32562
18600 1.41187
19100 1.48837
19600 1.57459
20100 1.65621
20600 1.74395
21100 1.84194
21600 1.92748
22100 2.02993
22600 2.12072
23100 2.21157
23600 2.3159
24100 2.4107
24600 2.52223
25100 2.62957
25600 2.71917
26100 2.83942
26600 2.97918
27100 3.08416
27600 3.1831
28100 3.3072
28600 3.44024
29100 3.56568
29600 3.68353
30100 3.83005
