100 3.9e-05
600 0.001047
1100 0.003437
1600 0.008069
2100 0.012471
2600 0.020554
3100 0.028987
3600 0.041613
4100 0.051809
4600 0.068978
5100 0.084762
5600 0.107096
6100 0.128757
6600 0.152912
7100 0.177678
7600 0.206159
8100 0.238572
8600 0.271389
9100 0.305514
9600 0.342774
10100 0.385078
10600 0.428474
11100 0.472695
11600 0.520811
12100 0.573821
12600 0.622936
13100 0.670818
13600 0.732258
14100 0.783258
14600 0.845837
15100 0.911031
15600 0.968258
16100 1.04133
16600 1.11108
17100 1.18515
17600 1.25971
18100 1.33376
18600 1.40467
19100 1.48568
19600 1.57107
20100 1.6582
20600 1.74523
21100 1.8442
21600 1.92972
22100 2.00524
22600 2.11763
23100 2.2056
23600 2.31503
24100 2.42213
24600 2.53782
25100 2.61772
25600 2.72741
26100 2.84891
26600 2.95327
27100 3.04834
27600 3.2029
28100 3.31597
28600 3.42753
29100 3.5488
29600 3.69221
30100 3.81764
