50 8e-06
1050 0.001982
2050 0.008589
3050 0.017759
4050 0.027168
5050 0.04349
6050 0.06129
7050 0.083192
8050 0.101388
9050 0.133962
10050 0.162245
11050 0.197694
12050 0.23079
13050 0.274316
14050 0.312732
15050 0.35432
16050 0.397913
17050 0.446882
18050 0.506243
19050 0.559352
20050 0.3182
21050 0.34641
22050 0.387916
23050 0.418532
24050 0.452535
25050 0.497489
26050 0.530931
27050 0.574662
28050 0.628655
29050 0.660942
30050 0.712971
31050 0.767144
32050 0.795909
33050 0.843209
34050 0.90332
35050 0.96116
36050 1.00632
37050 1.06842
38050 1.12067
39050 1.18783
40050 0.631579
41050 0.660397
42050 0.69506
43050 0.721453
44050 0.754041
45050 0.793665
46050 0.831791
47050 0.87319
48050 0.89736
49050 0.927471
50050 0.970956
51050 1.01826
52050 1.0508
53050 1.09212
54050 1.12808
55050 1.17052
56050 1.2359
57050 1.26725
58050 1.30642
59050 1.35663
60050 1.39752
61050 1.44057
62050 1.48997
63050 1.54934
64050 1.59724
65050 1.64879
66050 1.68165
67050 1.75331
68050 1.79486
69050 1.8536
70050 1.89759
71050 1.98675
72050 2.0115
73050 2.07178
74050 2.11984
75050 2.16554
76050 2.2601
77050 2.29363
78050 2.35709
79050 2.41346
80050 1.25436
81050 1.29048
82050 1.30867
83050 1.34615
84050 1.36857
85050 1.40135
86050 1.44488
87050 1.48751
88050 1.52155
89050 1.54381
90050 1.57407
91050 1.60851
92050 1.6428
93050 1.69688
94050 1.71424
95050 1.76131
96050 1.807
97050 1.82382
98050 1.86767
99050 1.89413
100050 1.95464
