1 7e-06
31 0.000197
61 0.001594
91 0.006359
121 0.013865
151 0.031701
181 0.045562
211 0.077424
241 0.115201
271 0.164626
301 0.226789
331 0.298061
361 0.385299
391 0.491874
421 0.621116
451 0.768957
481 0.946182
511 1.15705
541 1.37001
571 1.61471
601 1.88889
631 2.21142
661 2.59124
691 2.9939
721 3.58223
751 3.90522
781 4.64598
811 5.18576
841 5.95812
871 7.24061
901 8.64095
931 8.49861
961 10.4426
991 10.5046
1021 11.5516
1051 12.7248
1081 13.9315
1111 15.2128
1141 16.6026
1171 18.0803
1201 19.8254
1231 21.2708
1261 23.1795
1291 24.8635
1321 26.8916
1351 29.7446
1381 31.8828
1411 34.116
1441 36.973
1471 39.6343
